                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.39424,                0.35847,                0.91564,                0.62472,                    0.8,                0.60804,                0.55446,                0.51286,                 1.4862,                0.96513,              0.0028225,              0.0028225,              0.0028225
                    148,                0.61806,                 0.4955,                 1.1665,                0.63475,                    0.8,                0.58917,                0.54131,                0.50901,                 1.3683,                0.96675,               0.002773,               0.002773,               0.002773
                    149,                0.56209,                0.50795,                 1.0238,                0.63475,                    0.8,                0.58917,                0.54131,                0.50901,                 1.3683,                0.96675,              0.0027235,              0.0027235,              0.0027235
                    150,                0.50119,                 0.4563,                0.92331,                 0.7263,                0.79643,                 0.6327,                0.56657,                0.52742,                  1.273,                0.96855,               0.002674,               0.002674,               0.002674
                    151,                0.68808,                0.66526,                 1.0493,                0.60965,                    0.8,                0.58613,                0.52713,                0.59447,                 1.3543,                0.99088,              0.0026245,              0.0026245,              0.0026245
                    152,                0.42364,                0.36445,                0.89746,                 0.7231,                0.78469,                0.67216,                0.62353,                 0.5828,                 1.3216,                0.98469,               0.002575,               0.002575,               0.002575
                    153,                0.44024,                0.40578,                0.95845,                 0.7231,                0.78469,                0.67216,                0.62353,                 0.5828,                 1.3216,                0.98469,              0.0025255,              0.0025255,              0.0025255
                    154,                0.49079,                0.44187,                0.95116,                0.72683,                    0.8,                0.67327,                0.61096,                0.63372,                 1.3451,                0.99921,               0.002476,               0.002476,               0.002476
                    155,                0.42906,                0.47719,                0.88206,                0.71638,                    0.8,                0.70116,                 0.6192,                0.64495,                 1.2827,                0.99931,              0.0024265,              0.0024265,              0.0024265
                    156,                0.42604,                0.37519,                0.88154,                0.69893,                    0.8,                0.68366,                0.59731,                0.65891,                 1.2824,                 1.0221,               0.002377,               0.002377,               0.002377
                    157,                0.43724,                 0.3718,                0.90038,                0.69893,                    0.8,                0.68366,                0.59731,                0.65891,                 1.2824,                 1.0221,              0.0023275,              0.0023275,              0.0023275
                    158,                0.62899,                0.45967,                 1.0544,                0.71368,                    0.8,                0.69768,                0.59619,                0.64177,                 1.2055,                 1.0274,               0.002278,               0.002278,               0.002278
                    159,                0.37065,                0.44556,                0.86647,                0.74805,                0.89142,                0.72031,                0.62202,                 0.6173,                 1.1966,                 1.0116,              0.0022285,              0.0022285,              0.0022285
                    160,                0.47311,                0.42524,                0.94177,                0.73218,                    0.9,                0.73868,                 0.6155,                0.60173,                 1.2415,                 1.0075,               0.002179,               0.002179,               0.002179
                    161,                0.59586,                0.50241,                0.95397,                0.73218,                    0.9,                0.73868,                 0.6155,                0.60173,                 1.2415,                 1.0075,              0.0021295,              0.0021295,              0.0021295
                    162,                0.43317,                0.37536,                0.90145,                0.73057,                    0.9,                0.73853,                0.61317,                0.60267,                 1.3729,                 1.0123,                0.00208,                0.00208,                0.00208
                    163,                0.53131,                0.41404,                 1.0419,                0.69834,                    0.9,                0.79093,                0.67666,                0.59268,                 1.4947,                 1.0005,              0.0020305,              0.0020305,              0.0020305
                    164,                 0.5466,                0.46215,                 1.0182,                0.65865,                    0.9,                 0.7913,                0.69763,                0.56788,                 1.3724,                0.99496,               0.001981,               0.001981,               0.001981
                    165,                0.43061,                0.34701,                0.86527,                0.65865,                    0.9,                 0.7913,                0.69763,                0.56788,                 1.3724,                0.99496,              0.0019315,              0.0019315,              0.0019315
