                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.43561,                0.36854,                0.89261,                0.67942,                    0.6,                0.64035,                0.56119,                0.64064,                 1.8622,                0.99328,              0.0002575,              0.0002575,              0.0002575
                    153,                0.46976,                0.40468,                0.98472,                0.67942,                    0.6,                0.64035,                0.56119,                0.64064,                 1.8622,                0.99328,             0.00025255,             0.00025255,             0.00025255
                    154,                0.45852,                0.45289,                0.98431,                0.66832,                    0.6,                0.63493,                0.55607,                0.59692,                 1.7178,                0.96684,              0.0002476,              0.0002476,              0.0002476
                    155,                0.48747,                0.42118,                 0.9313,                 0.5715,                    0.7,                0.64073,                0.56162,                0.59531,                 1.7739,                0.96562,             0.00024265,             0.00024265,             0.00024265
                    156,                0.47227,                0.47662,                0.91352,                0.57355,                    0.7,                0.65964,                0.57742,                0.58864,                 1.5622,                0.95529,              0.0002377,              0.0002377,              0.0002377
                    157,                0.52188,                0.41529,                0.89902,                0.57355,                    0.7,                0.65964,                0.57742,                0.58864,                 1.5622,                0.95529,             0.00023275,             0.00023275,             0.00023275
                    158,                0.63426,                0.50859,                 1.0569,                0.57411,                    0.7,                0.67036,                0.59097,                0.58319,                 1.4261,                 0.9511,              0.0002278,              0.0002278,              0.0002278
                    159,                0.39915,                0.39324,                 0.8952,                 0.5622,                    0.8,                0.71219,                0.63008,                0.57785,                 1.3775,                0.94919,             0.00022285,             0.00022285,             0.00022285
                    160,                0.48059,                   0.49,                0.94441,                0.59594,                    0.8,                0.71206,                0.63854,                0.57765,                 1.3316,                0.95164,              0.0002179,              0.0002179,              0.0002179
                    161,                0.54095,                0.46649,                0.92794,                0.59594,                    0.8,                0.71206,                0.63854,                0.57765,                 1.3316,                0.95164,             0.00021295,             0.00021295,             0.00021295
                    162,                0.51484,                0.41676,                0.93051,                 0.5979,                    0.8,                0.70388,                0.62289,                0.56653,                 1.3173,                0.95248,               0.000208,               0.000208,               0.000208
                    163,                 0.5525,                 0.4992,                 1.1412,                0.60331,                    0.8,                0.70318,                0.62413,                0.55389,                 1.2974,                0.94965,             0.00020305,             0.00020305,             0.00020305
                    164,                0.62319,                0.53555,                  1.127,                0.55994,                0.89121,                0.70825,                0.62921,                0.53969,                 1.3201,                0.94163,              0.0001981,              0.0001981,              0.0001981
                    165,                0.39872,                 0.4057,                0.92307,                0.55994,                0.89121,                0.70825,                0.62921,                0.53969,                 1.3201,                0.94163,             0.00019315,             0.00019315,             0.00019315
                    166,                0.43531,                0.33265,                0.89845,                0.55977,                    0.9,                0.70815,                0.62911,                0.53244,                 1.3533,                0.93555,              0.0001882,              0.0001882,              0.0001882
                    167,                0.43328,                0.41654,                0.95284,                0.55988,                    0.9,                0.70825,                0.62921,                0.53726,                 1.4068,                0.93642,             0.00018325,             0.00018325,             0.00018325
                    168,                0.56099,                0.45612,                0.97494,                0.55993,                    0.9,                0.72409,                0.64394,                0.54937,                 1.4496,                0.94096,              0.0001783,              0.0001783,              0.0001783
                    169,                0.45286,                0.69362,                0.98798,                0.55993,                    0.9,                0.72409,                0.64394,                0.54937,                 1.4496,                0.94096,             0.00017335,             0.00017335,             0.00017335
                    170,                0.59141,                0.51804,                 1.0234,                 0.5596,                    0.9,                0.72426,                0.62914,                0.55375,                 1.4356,                0.94041,              0.0001684,              0.0001684,              0.0001684
                    171,                0.47197,                0.40442,                0.89129,                0.55928,                    0.9,                0.70793,                0.63785,                0.55392,                  1.422,                0.93889,             0.00016345,             0.00016345,             0.00016345
                    172,                0.35955,                0.34302,                0.88393,                0.55915,                    0.9,                0.67657,                0.60958,                0.55281,                 1.4209,                0.93694,              0.0001585,              0.0001585,              0.0001585
                    173,                0.37295,                0.33627,                0.89256,                0.55915,                    0.9,                0.67657,                0.60958,                0.55281,                 1.4209,                0.93694,             0.00015355,             0.00015355,             0.00015355
                    174,                0.41681,                0.39618,                0.97942,                0.55895,                    0.9,                0.69484,                0.62024,                0.54411,                 1.4018,                0.93393,              0.0001486,              0.0001486,              0.0001486
                    175,                0.49831,                0.38657,                0.99134,                 0.5589,                    0.9,                0.69842,                 0.6179,                0.54584,                 1.4039,                 0.9339,             0.00014365,             0.00014365,             0.00014365
                    176,                0.38682,                0.39759,                0.90005,                0.55798,                    0.9,                0.64939,                 0.5699,                0.54326,                 1.4281,                0.93354,              0.0001387,              0.0001387,              0.0001387
                    177,                0.55473,                0.42606,                 1.0243,                0.55798,                    0.9,                0.64939,                 0.5699,                0.54326,                 1.4281,                0.93354,             0.00013375,             0.00013375,             0.00013375
                    178,                0.40192,                0.35586,                0.89614,                0.55763,                    0.9,                0.67146,                0.60126,                0.54414,                 1.4729,                0.93183,              0.0001288,              0.0001288,              0.0001288
                    179,                0.36248,                0.35833,                0.90116,                0.55611,                    0.9,                0.62156,                0.55629,                0.55494,                 1.4742,                0.93237,             0.00012385,             0.00012385,             0.00012385
                    180,                0.58446,                0.60627,                 1.1098,                0.55427,                    0.9,                0.61655,                0.53142,                0.56706,                 1.4979,                0.93581,              0.0001189,              0.0001189,              0.0001189
                    181,                 0.3924,                0.33465,                0.91179,                0.55427,                    0.9,                0.61655,                0.53142,                0.56706,                 1.4979,                0.93581,             0.00011395,             0.00011395,             0.00011395
                    182,                0.77155,                0.58092,                 1.2835,                0.55361,                    0.9,                0.59344,                0.51083,                0.57349,                 1.5036,                0.93785,               0.000109,               0.000109,               0.000109
                    183,                0.42694,                0.37899,                 1.0558,                0.55281,                    0.9,                0.59338,                0.52068,                 0.5669,                  1.506,                0.93541,             0.00010405,             0.00010405,             0.00010405
                    184,                0.45794,                0.46037,                 1.0324,                 0.5515,                    0.9,                 0.5911,                0.52346,                0.56949,                 1.4835,                0.93692,               9.91e-05,               9.91e-05,               9.91e-05
                    185,                0.37453,                0.30281,                0.90872,                 0.5515,                    0.9,                 0.5911,                0.52346,                0.56949,                 1.4835,                0.93692,              9.415e-05,              9.415e-05,              9.415e-05
                    186,                0.46523,                0.43775,                0.91674,                0.55276,                    0.9,                 0.6114,                0.55481,                0.56775,                 1.4789,                0.93817,               8.92e-05,               8.92e-05,               8.92e-05
                    187,                0.45914,                0.42538,                 1.0066,                0.55293,                    0.9,                 0.6264,                0.56831,                0.56784,                 1.5124,                0.93971,              8.425e-05,              8.425e-05,              8.425e-05
                    188,                0.43715,                0.37669,                0.94041,                0.55392,                    0.9,                0.65159,                0.58652,                0.57259,                 1.5364,                0.94165,               7.93e-05,               7.93e-05,               7.93e-05
                    189,                0.42354,                0.37336,                0.91606,                0.55392,                    0.9,                0.65159,                0.58652,                0.57259,                 1.5364,                0.94165,              7.435e-05,              7.435e-05,              7.435e-05
                    190,                0.49618,                0.44097,                 1.0491,                0.55365,                    0.9,                0.65659,                0.57322,                0.57189,                 1.5406,                0.94137,               6.94e-05,               6.94e-05,               6.94e-05
                    191,                0.32584,                0.32353,                0.84402,                0.55478,                    0.9,                0.65633,                0.57412,                0.56764,                 1.5433,                0.93999,              6.445e-05,              6.445e-05,              6.445e-05
                    192,                0.37338,                0.29285,                0.92059,                0.55592,                    0.9,                0.66869,                0.56846,                0.57032,                 1.5611,                0.94024,               5.95e-05,               5.95e-05,               5.95e-05
                    193,                0.30074,                0.31593,                  0.876,                0.55592,                    0.9,                0.66869,                0.56846,                0.57032,                 1.5611,                0.94024,              5.455e-05,              5.455e-05,              5.455e-05
                    194,                0.40604,                0.33711,                0.95479,                0.56099,                    0.9,                0.66122,                0.57043,                0.57393,                 1.5607,                0.93938,               4.96e-05,               4.96e-05,               4.96e-05
                    195,                0.39992,                0.41754,                 1.0013,                0.56052,                0.89321,                0.65882,                0.57006,                0.57126,                 1.5748,                 0.9378,              4.465e-05,              4.465e-05,              4.465e-05
                    196,                0.32989,                0.30637,                 0.8743,                0.49416,                    0.9,                0.65312,                0.55783,                 0.5765,                 1.5741,                0.93767,               3.97e-05,               3.97e-05,               3.97e-05
                    197,                0.29538,                0.32694,                0.86113,                0.49416,                    0.9,                0.65312,                0.55783,                 0.5765,                 1.5741,                0.93767,              3.475e-05,              3.475e-05,              3.475e-05
                    198,                0.26995,                0.27534,                0.80426,                0.49822,                    0.9,                0.65227,                0.55781,                0.57994,                 1.5834,                0.93685,               2.98e-05,               2.98e-05,               2.98e-05
                    199,                0.32702,                0.29697,                0.87329,                0.49267,                    0.9,                0.64917,                0.55492,                 0.5811,                  1.596,                0.93713,              2.485e-05,              2.485e-05,              2.485e-05
                    200,                0.26499,                0.26848,                0.78202,                0.49296,                    0.9,                0.64886,                0.55463,                0.58239,                 1.5957,                0.93785,               1.99e-05,               1.99e-05,               1.99e-05
